question,base_question,api
Vui lòng Gấp tao đã chuyển cho ai chút,Tôi đã chuyển khoản cho ai,getTransactionHistory
Tôi cần Sao kê giao dịch pls rồi ngay,Sao kê giao dịch,getTransactionHistory
Ơi Sao kê lịch sử GD đk real quick được không,Sao kê giao dịch,getTransactionHistory
Làm ơn Check LS plz vâng nha ạ,Check lịch sử,getTransactionHistory
Nhờ bạn mở history lịch sử GD được không asap,Xem history giao dịch,getTransactionHistory
Giùm mình Ai chuyển tiền cho tôi nhé,Ai chuyển tiền cho tôi,getTransactionHistory
Cho ck Sao kê giao dịch với bạn với bạn,Sao kê giao dịch,getTransactionHistory
Giúp em Alo g.d vừa rồi giùm có được không,Giao dịch gần đây,getTransactionHistory
Xem trước đây giao dịch của con asap,Xem lịch sử giao dịch của tôi,getTransactionHistory
Em cần Lịch sử chuyển tiền của anh ha,Lịch sử chuyển tiền của tôi,getTransactionHistory
Check Các giao dịch proton bank đã thực hiện với bạn được hông có được không,Các giao dịch đã thực hiện,getTransactionHistory
giùm mình xem xét thử sao kê tài khoản vâng dc hk,Xem sao kê tài khoản,getTransactionHistory
Gấp đọc các lần chuyển khoản hen,Xem các lần chuyển khoản,getTransactionHistory
Phiền bạn Ai chuyển cho tôi dc ko đi nhé ạ,Ai chuyển tiền cho tôi,getTransactionHistory
Tui cần show lịch sử giao dịch của t rồi,Xem lịch sử giao dịch của tôi,getTransactionHistory
Nhờ bạn coi các lần banking transfer hộ nha giúp với,Xem các lần chuyển khoản,getTransactionHistory
Mở trước đây GD c t asap đi nào dc ko,Lịch sử GD của tôi,getTransactionHistory
Tui muốn history chuyển tiền của tôi chút có được không,Lịch sử chuyển tiền của tôi,getTransactionHistory
Có cách nào Cho em LS CK của em giúp dc hk,Lịch sử CK của tôi,getTransactionHistory
Khẩn Mình mong Tiền vào tiền ra được không pls,Tiền vào tiền ra,getTransactionHistory
Xin vui lòng ls GD của tui nhé,Lịch sử GD của tôi,getTransactionHistory
Tôi muốn Sao kê giao dịch ngân hàng nhé bạn,Sao kê giao dịch,getTransactionHistory
Được không nếu dò GD đc k,Xem GD,getTransactionHistory
Ơi Sao kê gd đk real quick được không?,Sao kê giao dịch,getTransactionHistory
Nhanh em cần Kiểm tra các khoản đã chi tiêu có được không ngay,Kiểm tra các khoản đã chi tiêu,getTransactionHistory
cho xem các giao dịch hôm qua ạ xíu với bạn,Cho tôi biết các giao dịch gần đây,getTransactionHistory
Tôi đã transaction những gì với nhé bạn,Tôi đã giao dịch những gì,getTransactionHistory
Được không nếu Ơi Đã chi tiêu là là bao nhiêu hén asap,Đã chi tiêu bao nhiêu,getTransactionHistory
Mình muốn cho em kiểm trà lịch sử chuyển sao ha,Kiểm tra lịch sử chuyển khoản,getTransactionHistory
Mình mong Các transaction đã thực hiện ngay dk,Các giao dịch đã thực hiện,getTransactionHistory
Tui muốn Ê lịch sử GD tuần này vâng cái,Giao dịch gần đây,getTransactionHistory
Xin vui lòng Các trans đã thực hiện luôn,Các giao dịch đã thực hiện,getTransactionHistory
Biến động tiền trong TK sao nha bạn,Biến động số dư,getTransactionHistory
Cho tôi Được không nếu Các transaction tháng này nhen hén,Các giao dịch tháng này,getTransactionHistory
Cách nào để Gấp view các lần chuyển khoản cái,Xem các lần chuyển khoản,getTransactionHistory
Có cách nào history CK của tôi có được không xem thử,Lịch sử CK của tôi,getTransactionHistory
Cho tui Xem history trans gấp coi,Xem history giao dịch,getTransactionHistory
Vui lòng mình nhận tiền từ đâu nha,Tôi nhận tiền từ đâu,getTransactionHistory
Mình muốn Cách nào để Nhanh Đã chuyển cho ai.,Đã chuyển tiền cho ai,getTransactionHistory
Đã chuyển tiền cho ai xem thử thử nhanh,Đã chuyển tiền cho ai,getTransactionHistory
Phiền bạn Hey Đã chi tiêu bao nhiêu xem thử,Đã chi tiêu bao nhiêu,getTransactionHistory
Nhờ bạn Cho xem transaction mới đây với ạ với bạn,Giao dịch gần đây,getTransactionHistory
Xem history trans hén với,Xem history giao dịch,getTransactionHistory
Làm ơn t đã gd những gì,Tôi đã giao dịch những gì,getTransactionHistory
Xin Xem sao kê account plz,Xem sao kê tài khoản,getTransactionHistory
Phiền bạn history CK c t tí được không,Lịch sử CK của tôi,getTransactionHistory
Phiền bạn Kiểm tra ls chuyển ạ được chứ!,Kiểm tra lịch sử chuyển khoản,getTransactionHistory
Check Lịch sử CK tôi đọc thử xíu,Lịch sử chuyển tiền của tôi,getTransactionHistory
Kiểm tra các khoản đã chi tiêu xíu nhé ạ,Kiểm tra các khoản đã chi tiêu,getTransactionHistory
Lịch sử chuyển tiền của t gấp được không?,Lịch sử chuyển tiền của tôi,getTransactionHistory
Lấy show sao kê tài khoản được hông,Xem sao kê tài khoản,getTransactionHistory
Được không nếu Các khoản chi tiêu với ạ,Các khoản chi tiêu,getTransactionHistory
Cách nào để kiểm tra các lần chuyển khoản asap,Xem các lần chuyển khoản,getTransactionHistory
Lấy tao muốn Check Xem các lần transfer gấp,Xem các lần chuyển khoản,getTransactionHistory
Xem history giao dịch của tôi nhé thế,Xem lịch sử giao dịch của tôi,getTransactionHistory
Alo giùm mình Làm thế nào để Đã chuyển tiền cho ai được hông,Đã chuyển tiền cho ai,getTransactionHistory
Mình cần Tôi đã transfer cho ai thử nha,Tôi đã chuyển khoản cho ai,getTransactionHistory
Tui muốn Check history hén,Check lịch sử,getTransactionHistory
Xem l.s giao dịch của con ạ bạn,Xem lịch sử giao dịch của tôi,getTransactionHistory
Giùm mình Tui cần Các khoản chi tiêu thử được không,Các khoản chi tiêu,getTransactionHistory
t đang cần Ai chuyển tiền cho t nhé tí,Ai chuyển tiền cho tôi,getTransactionHistory
Em cần Lịch sử CK của t ngay,Lịch sử CK của tôi,getTransactionHistory
Nhờ bạn Em đang cần Tôi đã chuyển khoản cho ai giùm,Tôi đã chuyển khoản cho ai,getTransactionHistory
Được không nếu Transaction history dc ko,Transaction history,getTransactionHistory
Giúp mình Check quá khứ?,Check lịch sử,getTransactionHistory
Có cách nào Show transaction mới đây nhé plz,Giao dịch gần đây,getTransactionHistory
Lịch sử CK c t nha ạ nhen,Lịch sử CK của tôi,getTransactionHistory
mở qua GD real quick,Xem GD,getTransactionHistory
Biến động dư vâng giúp với,Biến động số dư,getTransactionHistory
Xin anh nhận tiền từ đâu thử,Tôi nhận tiền từ đâu,getTransactionHistory
Đã chuyển tiền cho ai nha ạ please,Đã chuyển tiền cho ai,getTransactionHistory
Giùm mình show GD pls xem thử vậy,Xem GD,getTransactionHistory
check lịch sử giao dịch của chị please,Xem lịch sử giao dịch của tôi,getTransactionHistory
g.d gần đây xem thử?,Giao dịch gần đây,getTransactionHistory
Tôi đã giao dịch ngân hàng những gì nhé ạ coi,Tôi đã giao dịch những gì,getTransactionHistory
coi sao kê TK coi,Xem sao kê tài khoản,getTransactionHistory
Giúp em Mở Em cần ls CK của cháu nhanh,Lịch sử CK của tôi,getTransactionHistory
Cho mình hộ tôi biết các lịch sử GD hôm qua giùm với nhé,Cho tôi biết các giao dịch gần đây,getTransactionHistory
Các khoản chi tiêu cái coi xíu,Các khoản chi tiêu,getTransactionHistory
đưa ra các giao dịch trong tuần này nha đc k,Liệt kê các giao dịch trong tuần này,getTransactionHistory
Hey Ê gd hôm nay nha ạ coi,Giao dịch hôm nay,getTransactionHistory
kiểm tra GD giúp,Xem GD,getTransactionHistory
Cho mình kiem tra các khoản đã chi tiêu hén hen ngay,Kiểm tra các khoản đã chi tiêu,getTransactionHistory
Lấy trước đây GD c t asap đi nào nhé,Lịch sử GD của tôi,getTransactionHistory
Khẩn Em cần transaction hôm qua dc hk có được không,Giao dịch gần đây,getTransactionHistory
coi sao kê account giùm,Xem sao kê tài khoản,getTransactionHistory
Ơi Có thể transaction tuần này được không gấp,Giao dịch gần đây,getTransactionHistory
Cho em Tôi đã transfer cho ai xíu hen giúp với,Tôi đã chuyển khoản cho ai,getTransactionHistory
Cho tui tui đã transfer cho ai với bạn giúp với,Tôi đã chuyển khoản cho ai,getTransactionHistory
em cần Ê Liệt kê các giao dịch trong tuần này,Liệt kê các giao dịch trong tuần này,getTransactionHistory
kiểm tra sao kê tài khoản gấp được hông,Xem sao kê tài khoản,getTransactionHistory
Khẩn Đã Chuyển Khoản Cho Ai,Tôi đã chuyển khoản cho ai,getTransactionHistory
Show Nhanh Các GD đã thực hiện dk cái coi,Các giao dịch đã thực hiện,getTransactionHistory
Mở kể ra các trans trong tuần này hen xíu,Liệt kê các giao dịch trong tuần này,getTransactionHistory
Hey Kiểm tra ls transfer cái vâng hén,Kiểm tra lịch sử chuyển khoản,getTransactionHistory
Phiền bạn xem qua sao kê tài khoản?,Xem sao kê tài khoản,getTransactionHistory
Cho em hãy Xem quá khứ trans của tôi thế thử,Xem lịch sử giao dịch của tôi,getTransactionHistory
Nhanh xem ls chuyển khoản xíu luôn,Kiểm tra lịch sử chuyển khoản,getTransactionHistory
Có cách nào Đã chi tiêu được bnh plz real quick nhé ạ,Đã chi tiêu bao nhiêu,getTransactionHistory
lịch sử GD gần đây please đi,Giao dịch gần đây,getTransactionHistory
Mình muốn Xem các lần chuyển rồi,Xem các lần chuyển khoản,getTransactionHistory
Xem sao kê tk xem thử đi nào,Xem sao kê tài khoản,getTransactionHistory
mở history giao dịch ngân hàng ạ hen sao,Xem history giao dịch,getTransactionHistory
Làm ơn Lịch sử CK mình ạ,Lịch sử CK của tôi,getTransactionHistory
Biến động dư vậy rồi,Biến động số dư,getTransactionHistory
Bro Check quá khứ asap giùm với,Check lịch sử,getTransactionHistory
Làm ơn Tui muốn Xem GD,Xem GD,getTransactionHistory
Cho em Làm sao để t nhận tiền từ đâu được không rồi,Tôi nhận tiền từ đâu,getTransactionHistory
Làm sao để Bạn có thể trước đây CK của tôi đc k.,Lịch sử CK của tôi,getTransactionHistory
Cho em Biến động số tiền nha ạ,Biến động số dư,getTransactionHistory
Giúp em Giúp tui Bro tui đã CK cho ai please,Tôi đã chuyển khoản cho ai,getTransactionHistory
Yo History transfer chút,History chuyển tiền,getTransactionHistory
Nhờ bạn Xem lịch sử g.d của tôi cái asap được không,Xem lịch sử giao dịch của tôi,getTransactionHistory
mở sao kê tôi đi nào hen please,Xem lịch sử giao dịch của tôi,getTransactionHistory
Ê History chuyển $ đi nào,History chuyển tiền,getTransactionHistory
Làm thế nào để Giúp em Các giao dịch tháng này,Các giao dịch tháng này,getTransactionHistory
Check Lịch sử chuyển tiền của tui thử,Lịch sử chuyển tiền của tôi,getTransactionHistory
Cho tôi Các trans tháng này dk,Các giao dịch tháng này,getTransactionHistory
Tui muốn Sao kê GD có đc k hộ đi,Sao kê giao dịch,getTransactionHistory
Cách nào để Xem lịch sử giao dịch của em nhé ạ,Xem lịch sử giao dịch của tôi,getTransactionHistory
Biến động tiền còn lại với vậy,Biến động số dư,getTransactionHistory
Gấp vui lòng anh đã gd ngân hàng những gì plz,Tôi đã giao dịch những gì,getTransactionHistory
Check xem các lần chuyển dc ko đi,Xem các lần chuyển khoản,getTransactionHistory
Vui lòng biết các lịch sử GD gần đây ạ bạn,Cho tôi biết các giao dịch gần đây,getTransactionHistory
Em cần xem quá khứ chuyển khoản được không?,Kiểm tra lịch sử chuyển khoản,getTransactionHistory
Khẩn Làm sao để Lịch sử CK mình plz đi nào,Lịch sử CK của tôi,getTransactionHistory
Em cần History chuyển tiền được không,History chuyển tiền,getTransactionHistory
Có cách nào Xem quá khứ gd của tôi được không nha,Xem lịch sử giao dịch của tôi,getTransactionHistory
Giao dịch gần đây giùm ngay,Giao dịch gần đây,getTransactionHistory
Nhanh Gấp Các ls GD tháng này cái được chứ,Các giao dịch tháng này,getTransactionHistory
Gấp cần đã gd những gì luôn coi,Tôi đã giao dịch những gì,getTransactionHistory
Xin hãy Mở Tôi nhận tiền từ đâu nhé bạn,Tôi nhận tiền từ đâu,getTransactionHistory
Mình muốn Mình cần biết các giao dịch tuần này real quick,Cho tôi biết các giao dịch gần đây,getTransactionHistory
Gấp Lịch sử GD của,Lịch sử GD của tôi,getTransactionHistory
Giúp mình Các gd đã thực hiện asap real quick,Các giao dịch đã thực hiện,getTransactionHistory
lịch sử GD hôm nay ha nghen nghen,Giao dịch hôm nay,getTransactionHistory
Em muốn Có cách nào Phiền bạn Đã chuyển cho ai vâng,Đã chuyển tiền cho ai,getTransactionHistory
xem xét transaction history của tôi hén,Xem lịch sử giao dịch của tôi,getTransactionHistory
Giùm mình biết các giao dịch tháng này,Cho tôi biết các giao dịch gần đây,getTransactionHistory
